City,Colors Reported,Shape Reported,State,year,time_only
St. Charles,RED,VARIOUS,IL,1984,22:00:00
Largo,RED,OTHER,FL,1985,21:00:00
Hermiston,BLUE,OTHER,OR,1985,01:30:00
Malden,ORANGE,FIREBALL,MO,1985,00:00:00
Wichita,ORANGE,TRIANGLE,KS,1985,20:30:00
Middletown,GREEN,RECTANGLE,NY,1985,00:00:00
Trenton,GREEN,OVAL,TX,1985,17:30:00
Mohave Desert,BLUE,OVAL,CA,1985,19:00:00
Ladson,GREEN,CIRCLE,SC,1985,21:00:00
Wichita,GREEN,CIRCLE,KS,1985,23:00:00
Lorain,BLUE,CIRCLE,OH,1985,22:30:00
Alvordon,RED,LIGHT,OH,1985,22:00:00
I don't know,ORANGE,SPHERE,MO,1985,23:30:00
Peekskill,ORANGE,TRIANGLE,NY,1985,21:00:00
Kona,GREEN,TRIANGLE,HI,1985,04:00:00
Georgetown,GREEN,TRIANGLE,TX,1985,23:00:00
Concord,RED GREEN,OVAL,CA,1985,21:00:00
Houston,GREEN,TRIANGLE,TX,1985,21:30:00
Levittown,RED,TRIANGLE,PA,1985,00:00:00
Hixson,ORANGE,OTHER,TN,1985,19:00:00
Cedar Grove,GREEN,SPHERE,WI,1985,04:18:00
Big Cane,GREEN,LIGHT,LA,1985,22:30:00
Savannah,RED GREEN BLUE,TRIANGLE,GA,1985,23:00:00
Julian,RED BLUE,OTHER,CA,1986,00:30:00
Crab Orchard,BLUE,LIGHT,KY,1986,21:30:00
Jefferson,RED,SPHERE,CO,1986,08:00:00
Atlanta,ORANGE,SPHERE,GA,1986,02:00:00
New Rochelle,RED,TRIANGLE,NY,1986,20:00:00
Teller,RED GREEN,OVAL,AK,1986,23:30:00
San Marcos,RED YELLOW BLUE,RECTANGLE,TX,1986,03:30:00
Tuolumne,RED,DISK,CA,1986,23:00:00
Seattle,RED,DISK,WA,1986,22:00:00
Eldon,RED,OTHER,MO,1986,22:00:00
Calypso,RED YELLOW,SPHERE,NC,1986,22:00:00
Calypso,RED YELLOW,OTHER,NC,1986,22:00:00
Redding,RED,CIGAR,CA,1986,22:30:00
Fredericksburg,ORANGE,TRIANGLE,VA,1986,16:00:00
N. Ridgeville,GREEN,TRIANGLE,OH,1986,22:00:00
Cresson,ORANGE GREEN,DISK,PA,1986,21:00:00
San Jose,GREEN,LIGHT,CA,1986,20:30:00
Pinson,ORANGE,CIRCLE,AL,1986,14:00:00
Bellevue,ORANGE,DISK,WA,1986,18:00:00
Arvada,BLUE,SPHERE,CO,1986,20:30:00
Girdwood,ORANGE,SPHERE,AK,1986,14:30:00
Plains,GREEN,OTHER,MT,1986,23:00:00
Ocala,RED,RECTANGLE,FL,1986,22:00:00
Pocahontas,RED,LIGHT,AR,1986,20:00:00
Salem,RED,SPHERE,OR,1987,00:00:00
El Centro,RED,SPHERE,CA,1987,17:00:00
Black Hawk,RED YELLOW,SPHERE,CO,1987,17:04:00
Rockford,ORANGE,SPHERE,IL,1987,23:30:00
Redmond,RED,CIGAR,WA,1987,20:30:00
Seattle,ORANGE,VARIOUS,WA,1987,20:15:00
Island Lake,RED,LIGHT,IL,1987,23:00:00
New York City,RED,CIGAR,NY,1987,15:00:00
Syracuse,RED GREEN,OVAL,NY,1987,19:00:00
Kansas,BLUE,FIREBALL,KS,1987,22:00:00
Cedarburg,RED,FORMATION,WI,1987,01:30:00
Lost Park,RED,SPHERE,CO,1987,20:00:00
San Juan Capistrano,YELLOW,LIGHT,CA,1987,02:00:00
Indianapolis,RED,LIGHT,IN,1987,00:00:00
Bessmer,GREEN,LIGHT,MI,1987,02:30:00
Los Alamos,RED,CHEVRON,CA,1987,20:00:00
Cedar Springs,RED,CIRCLE,MI,1987,01:00:00
Conway,RED YELLOW,CYLINDER,AR,1987,18:00:00
Roseburg,ORANGE,OVAL,OR,1987,20:00:00
Wytheville,RED,LIGHT,VA,1987,23:00:00
Otto,BLUE,FIREBALL,MO,1987,23:59:00
Jackson,RED ORANGE,FORMATION,WI,1987,23:00:00
Pleasant Hill,ORANGE,SPHERE,CA,1987,22:00:00
Uvalde,RED GREEN,CIRCLE,TX,1987,21:30:00
Lake Ozark,GREEN,CIGAR,MO,1987,21:00:00
Las Vegas,RED,LIGHT,NV,1987,17:15:00
Ocala,RED,TRIANGLE,FL,1987,22:00:00
Woodbridge,ORANGE,SPHERE,VA,1987,23:00:00
Roselle,ORANGE,TRIANGLE,IL,1988,03:00:00
Kingsville,GREEN,RECTANGLE,OH,1988,02:00:00
Wataga,GREEN,DISK,IL,1988,10:00:00
Live Oak,GREEN,LIGHT,FL,1988,01:00:00
Sebastopol,RED,CIRCLE,CA,1988,15:30:00
Mankato,ORANGE,OTHER,MN,1988,19:00:00
Potomac,ORANGE,CIRCLE,MD,1988,21:00:00
Owego,RED,DISK,NY,1988,02:00:00
Napa,RED,CHEVRON,CA,1988,16:00:00
Sarnia,BLUE,LIGHT,MO,1988,22:00:00
Van Nuys,ORANGE,SPHERE,CA,1988,02:00:00
Fairfax,RED ORANGE,DISK,VA,1988,22:00:00
Jamesville,BLUE,LIGHT,NY,1988,16:08:00
Mendham,ORANGE,FIREBALL,NJ,1988,21:30:00
Odessa,RED,CIRCLE,TX,1988,21:00:00
Masfield,BLUE,LIGHT,OH,1988,22:00:00
Charlotte,GREEN,TRIANGLE,MI,1988,23:00:00
Tryon,ORANGE,TRIANGLE,OK,1988,22:00:00
Sweetwater,GREEN,VARIOUS,TX,1988,22:30:00
Stockton,RED,TRIANGLE,CA,1988,18:00:00
Fort Lauderdale,YELLOW,CIRCLE,FL,1988,23:30:00
Shiocton,YELLOW,OTHER,WI,1989,22:00:00
Mentone,RED,OTHER,CA,1989,18:00:00
Walnut Cove,RED,TRIANGLE,NC,1989,01:00:00
Lemoore,RED,OTHER,CA,1989,17:00:00
Wichita Falls,GREEN BLUE,OVAL,TX,1989,14:30:00
Daytona Beach,ORANGE,SPHERE,FL,1989,06:50:00
Pittsfield,BLUE,DISK,MA,1989,21:00:00
Orem,BLUE,FORMATION,UT,1989,18:15:00
Palm City,GREEN,LIGHT,FL,1989,22:00:00
Hebo,ORANGE,SPHERE,OR,1989,01:00:00
Tupelo,GREEN,DISK,MS,1989,21:00:00
Destin,RED,FIREBALL,FL,1989,07:00:00
Daytona Beach,GREEN,OTHER,FL,1989,00:00:00
Avilla,RED,TRIANGLE,AR,1989,20:00:00
Santa Rosa,RED ORANGE,SPHERE,CA,1989,22:00:00
San Diego,ORANGE,FORMATION,CA,1989,23:00:00
Hiddenite,RED,DISK,NC,1989,18:00:00
Kent Cliffs,RED,DISK,NY,1989,23:00:00
Winchester,ORANGE,OVAL,KY,1989,18:00:00
Bloomingdale,BLUE,SPHERE,NJ,1989,20:00:00
Amesville,RED,TRIANGLE,CT,1989,20:00:00
Kingman,GREEN,SPHERE,AZ,1989,02:00:00
Washburn,RED,CIRCLE,MO,1989,19:30:00
Oklahoma,ORANGE,SPHERE,OK,1989,19:00:00
Currituck County,BLUE,DISK,NC,1989,22:00:00
Peace Vally,ORANGE,EGG,MO,1989,18:35:00
Alvin,RED GREEN BLUE,SPHERE,TX,1989,17:30:00
Cape May,ORANGE,SPHERE,NJ,1989,22:00:00
Platteville,RED ORANGE,DISK,WI,1990,01:00:00
Lansing,ORANGE,FORMATION,MI,1990,02:16:00
Plattsburg,YELLOW,LIGHT,NY,1990,02:30:00
Williston,BLUE,FIREBALL,FL,1990,21:00:00
Sitka,RED BLUE,LIGHT,AK,1990,20:50:00
Seneca,RED,LIGHT,SC,1990,20:50:00
Eugene,RED,LIGHT,OR,1990,23:00:00
Levitown,RED,DIAMOND,NY,1990,02:30:00
Cannon,RED,CHEVRON,NY,1990,21:00:00
Stonyford,GREEN,SPHERE,CA,1990,21:00:00
Corte Madera,RED,FIREBALL,CA,1990,21:00:00
Sacramento,ORANGE YELLOW,LIGHT,CA,1990,23:00:00
Milwaukee,ORANGE,FIREBALL,WI,1990,00:10:00
Snohomish Co.,BLUE,SPHERE,WA,1990,04:30:00
Pittsburg,RED YELLOW,LIGHT,TX,1990,23:00:00
Redding,ORANGE,VARIOUS,CA,1990,18:45:00
Santa Cruz,RED ORANGE,OTHER,CA,1990,01:00:00
Campbell Hall,RED,TRIANGLE,NY,1990,21:00:00
Hoquiam,ORANGE,FIREBALL,WA,1990,21:30:00
Level Cross,ORANGE GREEN,SPHERE,NC,1990,23:00:00
Reidsville,GREEN,OVAL,GA,1990,21:00:00
Auburn,GREEN,SPHERE,WA,1990,21:30:00
Lowell,RED,LIGHT,MA,1990,21:30:00
no data,ORANGE,DISK,MT,1990,23:00:00
Roanoke,YELLOW,LIGHT,VA,1990,22:00:00
Hollsopple,RED,DISK,PA,1990,19:00:00
Buena Park,GREEN,SPHERE,CA,1991,22:00:00
Quartzite,RED,LIGHT,AZ,1991,20:00:00
Rockyface,BLUE,CYLINDER,GA,1991,18:00:00
Wichita,ORANGE,TRIANGLE,KS,1991,00:30:00
Escondido,BLUE,CIGAR,CA,1991,03:00:00
Mayfield,BLUE,TEARDROP,KY,1991,02:15:00
Lake Mead,BLUE,LIGHT,AZ,1991,04:30:00
Lone Pine,GREEN,LIGHT,CA,1991,21:00:00
Las Cruces,BLUE,FIREBALL,NM,1991,09:10:00
Atlantic City,RED,CIRCLE,NJ,1991,18:00:00
Dwarf,RED,TEARDROP,KY,1991,19:30:00
Highway 24,ORANGE,TRIANGLE,IL,1991,23:00:00
Canton,BLUE,LIGHT,NY,1991,23:30:00
Brawley,ORANGE,LIGHT,CA,1991,17:00:00
Kingston area,RED,TRIANGLE,PA,1991,06:00:00
North Lauderdale,BLUE,OTHER,FL,1991,03:00:00
Mayfield,RED,TRIANGLE,KY,1991,22:00:00
El Cajon,ORANGE,DIAMOND,CA,1991,20:00:00
Hawk Mountain,RED,LIGHT,PA,1991,00:30:00
Mount Vernon,BLUE,DISK,NY,1991,14:00:00
Houston,BLUE,LIGHT,TX,1991,19:00:00
Suisun City,RED,CIRCLE,CA,1991,22:00:00
Sunset,GREEN,LIGHT,TX,1991,23:00:00
Virginia Beach,RED,TRIANGLE,VA,1991,21:30:00
Kissimmee,RED,OTHER,FL,1991,14:00:00
Asheville,BLUE,OVAL,NC,1991,22:30:00
Holloman AFB,ORANGE,OVAL,NM,1991,20:30:00
Olympia,RED,VARIOUS,WA,1991,22:00:00
McKenzie,RED GREEN BLUE,DISK,TN,1991,20:30:00
Colorado Springs,BLUE,TRIANGLE,CO,1991,01:00:00
Colorado Springs,RED BLUE,TRIANGLE,CO,1991,01:00:00
Tarzana,RED,SPHERE,CA,1991,19:30:00
Pleasanton,ORANGE,SPHERE,NE,1991,19:00:00
New York City,GREEN BLUE,FIREBALL,NY,1992,00:00:00
Nampa,GREEN,SPHERE,ID,1992,10:00:00
Pebble Beach,GREEN,LIGHT,CA,1992,22:24:00
Live Oak,BLUE,TRIANGLE,CA,1992,19:30:00
Yardley,ORANGE,TRIANGLE,PA,1992,23:30:00
Quinlan,RED,CIGAR,TX,1992,01:00:00
Bloomfield,YELLOW,CIRCLE,NJ,1992,21:00:00
Rocky Mount,RED GREEN BLUE,CIRCLE,VA,1992,21:00:00
New Britain,GREEN,RECTANGLE,CT,1992,02:00:00
Millinocket,RED,TRIANGLE,ME,1992,20:00:00
Pembroke Pines,ORANGE,OVAL,FL,1992,19:00:00
Duluth,ORANGE,OTHER,MN,1992,01:30:00
Belgrade,ORANGE,TRIANGLE,MT,1992,12:00:00
Fort Collins,RED,LIGHT,CO,1992,21:00:00
Jerseyville,ORANGE,LIGHT,IL,1992,23:00:00
Elk Grove,GREEN,OTHER,CA,1992,00:00:00
Interlachen,RED,OTHER,FL,1992,22:30:00
Wagarville,YELLOW,FIREBALL,AL,1992,17:00:00
Hat Point,GREEN,FIREBALL,ID,1992,23:00:00
Duchesne,GREEN,LIGHT,UT,1992,22:00:00
Palm Springs,BLUE,TRIANGLE,AZ,1992,22:50:00
San Jose,ORANGE,LIGHT,IL,1992,18:30:00
Fish Creek,RED,TRIANGLE,WI,1992,20:00:00
Los Angeles,GREEN,OTHER,CA,1992,22:30:00
Lenox,RED,DISK,MA,1992,05:55:00
Canadian,RED,TRIANGLE,TX,1993,22:30:00
Gainesville,ORANGE,LIGHT,FL,1993,18:50:00
Randolph,BLUE,FLASH,NJ,1993,03:30:00
Zimmerman,RED,LIGHT,MN,1993,01:30:00
Chatsworth,RED,TRIANGLE,CA,1993,20:00:00
Omaha,RED,EGG,NE,1993,17:30:00
Virginia Beach,BLUE,CIRCLE,VA,1993,03:00:00
Sedona,RED,FORMATION,AZ,1993,20:00:00
Branford,RED,DIAMOND,CT,1993,17:30:00
Whittier,RED,LIGHT,CA,1993,17:30:00
Crofton,ORANGE,OTHER,MD,1993,06:30:00
San Jose,ORANGE,CIRCLE,CA,1993,21:00:00
McClure,GREEN,FORMATION,OH,1993,23:00:00
Mammoth Hot Springs,YELLOW,CHEVRON,WY,1993,21:55:00
Anderson,BLUE,OTHER,CA,1993,01:30:00
Milton,RED GREEN BLUE,CIRCLE,WA,1993,02:00:00
Dover,GREEN,TEARDROP,DE,1993,00:00:00
Massachusets Turnpike,BLUE,OTHER,MA,1993,15:00:00
Lynnwood,RED,LIGHT,WA,1993,01:00:00
Houston,ORANGE,DISK,TX,1993,15:00:00
Manhatten Beach,RED,LIGHT,CA,1993,00:00:00
Tooele City,GREEN,SPHERE,UT,1993,23:45:00
New Egypt,GREEN,DISK,NJ,1993,02:00:00
New Egypt,GREEN,CIRCLE,NJ,1993,02:15:00
Grand Coulee,RED,LIGHT,WA,1993,23:00:00
Maltby,RED GREEN,DIAMOND,WA,1993,21:30:00
Pembroke Pines,GREEN,SPHERE,FL,1993,02:00:00
Fort Lauderdale,GREEN,SPHERE,FL,1993,04:36:00
Jacksonville,BLUE,SPHERE,FL,1993,21:00:00
Menifee,RED BLUE,DISK,CA,1993,22:00:00
Selma,YELLOW,OVAL,NC,1993,23:15:00
Toledo,ORANGE BLUE,OVAL,OH,1993,21:00:00
Fremont,RED GREEN,LIGHT,IN,1993,00:00:00
San Francisco,BLUE,CIRCLE,CA,1993,21:00:00
Carthage,RED GREEN,OTHER,TN,1993,23:00:00
Bedford--Mt. Kisco,RED,TRIANGLE,NY,1993,21:30:00
Eden,RED BLUE,CIRCLE,NY,1993,23:00:00
Gordon,RED,TRIANGLE,NE,1993,19:00:00
Fairbanks,BLUE,CIGAR,AK,1993,11:24:00
Baton Rouge,ORANGE,TRIANGLE,LA,1993,23:30:00
Interstate 10,GREEN,TRIANGLE,FL,1994,01:00:00
Susquehanna,RED BLUE,TRIANGLE,PA,1994,23:00:00
Canandaigua,RED,RECTANGLE,NY,1994,00:15:00
Olympia,YELLOW,OVAL,WA,1994,21:00:00
Faribault,GREEN,FIREBALL,MN,1994,20:00:00
Cortlandt Manor,RED GREEN,DISK,NY,1994,22:00:00
Hollywood,ORANGE,CIRCLE,FL,1994,17:00:00
Summit Valley,GREEN,DISK,CA,1994,08:30:00
Elkton,ORANGE YELLOW,OTHER,MD,1994,21:00:00
Albuquerque,ORANGE,SPHERE,NM,1994,00:01:00
Oswego,RED,TRIANGLE,NY,1994,22:00:00
Pittsburgh,BLUE,OVAL,PA,1994,23:59:00
North Bergen,BLUE,DISK,NJ,1994,21:00:00
South Yarmouth,GREEN,LIGHT,MA,1994,21:00:00
McDonough,RED ORANGE,OTHER,GA,1994,00:35:00
Boston,RED,TRIANGLE,MA,1994,21:00:00
Sawgrass,RED,OTHER,FL,1994,21:30:00
Malibu,ORANGE,CIGAR,CA,1994,02:00:00
Old Bridge,GREEN,DISK,NJ,1994,21:50:00
New York City,ORANGE,TRIANGLE,NY,1994,01:00:00
Apex,YELLOW,EGG,NC,1994,22:00:00
San Diego,ORANGE,FLASH,CA,1994,17:30:00
Stone Harbor,GREEN,LIGHT,NJ,1994,23:00:00
Ann Arbor,RED,OTHER,MI,1994,22:30:00
Dillion's Beach,GREEN,FIREBALL,CA,1994,22:00:00
Yuma,RED,OVAL,AZ,1994,23:00:00
Crossville,YELLOW,TRIANGLE,IN,1994,00:00:00
PottsVille,ORANGE,SPHERE,AR,1994,01:30:00
Chico,YELLOW GREEN,FIREBALL,CA,1994,06:30:00
Carbonado,ORANGE,VARIOUS,WA,1994,22:00:00
Montello,BLUE,OTHER,NV,1994,17:45:00
Orcas Island,BLUE,LIGHT,WA,1994,20:00:00
Pawnee,RED,TRIANGLE,OK,1994,11:30:00
Las Vegas,GREEN,CIRCLE,NV,1994,23:00:00
Fredericksburg,ORANGE,DISK,PA,1994,23:30:00
Goodlettsville,ORANGE,VARIOUS,TN,1994,04:00:00
Ithaca,RED GREEN,LIGHT,NY,1994,18:00:00
Oxley,RED,FIREBALL,AR,1994,19:00:00
Milwaukee,RED,TRIANGLE,WI,1994,20:00:00
Angola,BLUE,DISK,IN,1994,21:00:00
Medina,ORANGE,SPHERE,OH,1994,07:30:00
Portsmouth,GREEN,FLASH,VA,1994,21:45:00
Liberty,GREEN,FIREBALL,KY,1994,23:00:00
Glendale,BLUE,SPHERE,CA,1994,03:00:00
Lu Verne,ORANGE,LIGHT,IA,1994,20:30:00
Greensboro,GREEN,OVAL,NC,1994,23:00:00
Cincinnati,ORANGE,CIRCLE,OH,1994,23:00:00
Los Angeles,ORANGE,LIGHT,CA,1994,02:05:00
Fontana,RED,LIGHT,CA,1994,22:30:00
Greenwood,RED,SPHERE,SC,1995,15:00:00
Marysville,BLUE,TRIANGLE,WA,1995,18:00:00
Seatac,RED,LIGHT,WA,1995,06:26:00
Lyndhurst,BLUE,TRIANGLE,OH,1995,21:25:00
"Coconino Nat'l Forest north of Wupatki NM, AZ",BLUE,FORMATION,AZ,1995,22:00:00
Shippensburg,BLUE,OTHER,PA,1995,06:30:00
Yarldey,GREEN,OTHER,PA,1995,12:00:00
Kilgore,YELLOW,CIRCLE,TX,1995,23:30:00
Palatine,RED,FIREBALL,IL,1995,09:30:00
Flagstaff,RED,TRIANGLE,AZ,1995,02:45:00
Killawog,RED YELLOW,LIGHT,NY,1995,18:00:00
Houston,BLUE,LIGHT,TX,1995,19:00:00
Ozark,BLUE,CIGAR,MO,1995,14:00:00
Seattle,RED,TRIANGLE,WA,1995,19:30:00
Freeport,RED,OTHER,TX,1995,23:00:00
Glendale,RED,TRIANGLE,CA,1995,22:00:00
St. Louis,RED GREEN,CIGAR,MO,1995,23:00:00
Colorado Springs,RED,LIGHT,CO,1995,01:00:00
Ferndale,BLUE,LIGHT,WA,1995,19:00:00
Methuen,YELLOW,OVAL,MA,1995,20:00:00
Warren,BLUE,TRIANGLE,OH,1995,20:00:00
Austin,GREEN,LIGHT,TX,1995,21:00:00
Crescent City,RED BLUE,OVAL,CA,1995,23:00:00
New York,BLUE,TRIANGLE,NY,1995,23:00:00
Lakewood,RED,DISK,CA,1995,00:00:00
Bridgeport,ORANGE YELLOW,CIRCLE,CT,1995,02:00:00
Fort Bliss,BLUE,CIRCLE,TX,1995,18:00:00
Albuquerque,BLUE,DISK,NM,1995,19:30:00
Hesperia,GREEN,LIGHT,CA,1995,20:00:00
Kapaau,BLUE,TEARDROP,HI,1995,20:00:00
Las Vegas,GREEN,SPHERE,NV,1995,02:30:00
Austin,ORANGE,DISK,NV,1995,03:00:00
Farmington,GREEN,CONE,NM,1995,01:00:00
Bremerton,RED,LIGHT,WA,1995,00:00:00
San Antonio,YELLOW,LIGHT,TX,1995,00:00:00
Woodlake,RED GREEN,CYLINDER,CA,1995,20:50:00
Tacoma,RED,CIRCLE,WA,1995,22:00:00
Hesperia,ORANGE,FIREBALL,CA,1995,00:00:00
Salem,YELLOW,EGG,NH,1995,20:00:00
Kensington,RED,LIGHT,CT,1995,21:00:00
Methuen,YELLOW,OVAL,MA,1995,21:00:00
Boone,RED,OVAL,NC,1995,21:30:00
Philadelphia,RED,LIGHT,PA,1995,23:15:00
Wauwatosa,BLUE,SPHERE,WI,1995,15:15:00
Reno,ORANGE,FORMATION,NV,1995,21:00:00
Laughlin,RED,LIGHT,NV,1995,21:00:00
Hampton,ORANGE,OTHER,VA,1995,21:00:00
Brunswick,ORANGE,OTHER,ME,1995,21:30:00
Dearborn,BLUE,TRIANGLE,MI,1995,22:45:00
Greensburg,GREEN,RECTANGLE,KY,1995,01:00:00
Elizabethtown,RED,TRIANGLE,KY,1995,02:00:00
Eagle Butte,BLUE,LIGHT,SD,1995,10:30:00
Kissimmee,RED,DISK,FL,1995,07:00:00
Sunflower,BLUE,CYLINDER,MS,1995,22:00:00
Seattle,ORANGE,TRIANGLE,WA,1995,22:30:00
Ringtown,GREEN,TEARDROP,PA,1995,22:00:00
Tinley Park,ORANGE,OTHER,IL,1995,22:00:00
Belmont,RED GREEN,TRIANGLE,MI,1995,20:05:00
Santee,GREEN,LIGHT,CA,1995,01:30:00
Colorado Springs,YELLOW,OTHER,CO,1995,01:00:00
Puyallup,YELLOW,LIGHT,WA,1995,23:00:00
Lakeport,RED,LIGHT,CA,1995,00:30:00
Pilot Rock,BLUE,LIGHT,OR,1995,19:00:00
Roy,RED,TRIANGLE,UT,1995,23:20:00
Boulder,GREEN,FORMATION,CO,1995,22:30:00
Gaithersberg,RED,FORMATION,MD,1995,01:00:00
Portland,RED GREEN,DISK,MI,1995,18:00:00
Oldsmar,ORANGE BLUE,LIGHT,FL,1995,20:40:00
Rapid City,BLUE,CIRCLE,SD,1995,05:00:00
Elkridge,GREEN,FIREBALL,MD,1995,19:30:00
Hawesville,ORANGE,VARIOUS,KY,1995,20:50:00
Crescent City,BLUE,LIGHT,CA,1996,01:30:00
Loredo,RED,FORMATION,TX,1996,18:00:00
St. Joseph,GREEN,SPHERE,MO,1996,07:11:00
Benicia,RED,VARIOUS,CA,1996,01:00:00
Tehachapi Mtns.,ORANGE,LIGHT,CA,1996,03:20:00
Frankfort,BLUE,OTHER,IL,1996,19:00:00
Irvine,ORANGE,CONE,CA,1996,14:00:00
Mussel Shoals,BLUE,OTHER,AL,1996,13:00:00
San Diego,RED,FORMATION,CA,1996,21:00:00
San Diego,RED,LIGHT,CA,1996,21:00:00
Long Beach,GREEN,FIREBALL,CA,1996,05:11:00
Kelso,ORANGE YELLOW,CYLINDER,WA,1996,23:00:00
McAllen,YELLOW,DISK,TX,1996,12:30:00
Corvalis,BLUE,TRIANGLE,OR,1996,19:00:00
Tulsa,GREEN,SPHERE,OK,1996,03:00:00
Frankfort,RED,TRIANGLE,IL,1996,21:00:00
Collingswood,ORANGE,CIRCLE,NJ,1996,02:50:00
Concord,RED,LIGHT,CA,1996,22:45:00
Eddington,BLUE,TRIANGLE,ME,1996,01:00:00
Lansdale,BLUE,TRIANGLE,PA,1996,12:00:00
Chapel Hill,RED,CIRCLE,NC,1996,00:00:00
Clinton,BLUE,CIRCLE,IL,1996,21:00:00
Fayetteville,GREEN,OTHER,NC,1996,22:00:00
Eau Claire,ORANGE,RECTANGLE,WI,1996,23:02:00
Aurora,RED BLUE,VARIOUS,CO,1996,00:30:00
Voorhees,GREEN,DISK,NJ,1996,00:00:00
Union City,GREEN,OTHER,PA,1996,05:00:00
South Amboy,RED BLUE,TRIANGLE,NJ,1996,12:00:00
Wilmington,RED,TRIANGLE,NC,1996,22:00:00
San Angelo,RED,LIGHT,TX,1996,23:30:00
Springfield,RED,CIRCLE,MA,1996,18:15:00
Camden,ORANGE,OVAL,NJ,1996,22:00:00
Jacksonville,BLUE,LIGHT,IL,1996,01:30:00
Conway,GREEN,OTHER,MO,1996,14:00:00
Alamogordo,YELLOW,VARIOUS,NM,1996,19:30:00
Camden,ORANGE,CIRCLE,NJ,1996,22:00:00
Northampton,ORANGE,DISK,PA,1996,10:45:00
Miami Beach,GREEN,TRIANGLE,FL,1996,21:32:00
Sandy,BLUE,LIGHT,UT,1996,12:00:00
Canandaigua,RED,TRIANGLE,NY,1996,20:30:00
West Manchester,RED,OVAL,OH,1996,23:00:00
Lubbock,RED BLUE,CIRCLE,TX,1996,01:00:00
Grand Rapids,RED,LIGHT,MI,1996,02:30:00
Wellfleet,GREEN,TRIANGLE,MA,1996,22:00:00
Plattsburg,RED,TRIANGLE,NY,1996,23:30:00
West Manchester,ORANGE,DISK,OH,1996,02:15:00
West Manchester,ORANGE,TRIANGLE,OH,1996,10:50:00
Des Moines,BLUE,DISK,IA,1996,18:00:00
Salem,GREEN,TEARDROP,OR,1996,04:00:00
La Mesa,RED,LIGHT,CA,1996,05:00:00
Madrid,RED,OTHER,NY,1996,22:00:00
Lee's Summit,RED,TRIANGLE,MO,1996,05:00:00
Breckenridge,RED,VARIOUS,TX,1996,20:00:00
Lake Berryessa,BLUE,SPHERE,CA,1996,01:00:00
The Woodlands,ORANGE,FIREBALL,TX,1996,22:30:00
Odessa,ORANGE,DIAMOND,TX,1996,19:47:00
Milwaukee,RED,TRIANGLE,WI,1996,15:00:00
Blaine,RED,SPHERE,OR,1996,20:30:00
Roanoke,RED,TRIANGLE,VA,1996,23:00:00
Wichita,RED,LIGHT,KS,1996,18:20:00
Pittsburgh,BLUE,DISK,PA,1996,07:30:00
Rose Hill,RED,LIGHT,KS,1996,18:50:00
Reno to Dallas,BLUE,TRIANGLE,TX,1996,02:00:00
Mansfield,ORANGE,ROUND,PA,1996,23:23:00
Daytona Beach,YELLOW,DISK,FL,1996,03:20:00
Bloomsburg,ORANGE,TEARDROP,PA,1996,09:00:00
La Joya,RED,DISK,TX,1996,07:00:00
Wrightwood Mtn.,RED,LIGHT,CA,1996,23:30:00
Gulf Breeze,RED ORANGE,FIREBALL,FL,1996,19:55:00
Upland,GREEN,FIREBALL,CA,1996,05:30:00
Karnak,GREEN,CYLINDER,IL,1996,20:00:00
The Woodlands,YELLOW,LIGHT,TX,1996,22:00:00
New Castle,RED,CYLINDER,PA,1996,13:00:00
Seward,GREEN,LIGHT,AK,1996,22:00:00
Hurst,ORANGE,LIGHT,TX,1996,01:00:00
Tulsa,RED BLUE,CIGAR,OK,1996,20:00:00
Steinhatchee,RED,CIGAR,FL,1997,21:00:00
South Attleboro,BLUE,DISK,MA,1997,17:22:00
St. Cloud,GREEN,PYRAMID,MN,1997,05:00:00
Billings,RED,LIGHT,MT,1997,23:00:00
Moab,YELLOW GREEN,OTHER,UT,1997,18:00:00
Blackwell,RED,TRIANGLE,OK,1997,19:15:00
Crystal Lake,ORANGE,SPHERE,IL,1997,02:00:00
Mobile,BLUE,OVAL,AL,1997,20:00:00
Mesa,YELLOW,TRIANGLE,AZ,1997,23:00:00
Louisville,ORANGE,FIREBALL,KY,1997,21:20:00
Virginia Beach,YELLOW,LIGHT,VA,1997,22:00:00
Seattle,BLUE,FLASH,WA,1997,22:50:00
Gila Bend,ORANGE,LIGHT,AZ,1997,19:45:00
Kingman,ORANGE,FORMATION,AZ,1997,20:00:00
Prescott,RED,FORMATION,AZ,1997,20:12:00
Phoenix,ORANGE,LIGHT,AZ,1997,20:15:00
Phoenix,RED,TRIANGLE,AZ,1997,20:15:00
Prescott,YELLOW,FORMATION,AZ,1997,20:15:00
Northwest Tempe,RED,FORMATION,AZ,1997,20:20:00
Phoenix,ORANGE,FORMATION,AZ,1997,20:30:00
Kalamazoo,RED,FLASH,MI,1997,01:00:00
Woodinville,RED,TRIANGLE,WA,1997,02:00:00
Salton Sea,RED,OTHER,CA,1997,20:30:00
Maricopa,ORANGE,LIGHT,AZ,1997,21:00:00
Tucson,ORANGE,TRIANGLE,AZ,1997,21:00:00
Cleveland,ORANGE,CIGAR,TX,1997,20:45:00
Yucaipa,ORANGE,FIREBALL,CA,1997,21:00:00
Bakersfield,YELLOW,LIGHT,CA,1997,20:32:00
Stevens Point,ORANGE,CRESCENT,WI,1997,22:30:00
Stockton,RED,DIAMOND,CA,1997,20:32:00
Ann Arbor,RED,LIGHT,MI,1997,01:00:00
